"patent"	"inventors_country_frac"	"assignees_country_frac"	"inventors_country_mode"	"assignees_country_mode"	"name"	"date"	"year"	"forward_citations"	"generality_hhi"	"patent_cpcs"	"country"	"VoC"
"6026313"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Kexin"	"2000-02-01"	"2000"	"9.0"	"0.76"	"A61B|A61B|A61B|A61B|A61B|A61B|A61B|A61B|A61B|A61B|A61B|A61B|A61B|A61B"	"JP"	"CME"
"6026436"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Hawes"	"2000-02-01"	"2000"	"12.0"	"0.79"	"G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F"	"US"	"LME"
"6029068"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Takahashi et al."	"2000-02-01"	"2000"	"16.0"	"0.86"	"H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S|H04W|Y10S"	"JP"	"CME"
"6029505"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Webb"	"2000-02-01"	"2000"	"26.0"	"0.86"	"F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T|F16L|G01M|Y10T"	"US"	"LME"
"6030859"	"{'US': 0.5, 'JP': 0.5}"	"{'US': 0.5, 'JP': 0.5}"	"['JP', 'US']"	"['JP', 'US']"	"Anjoh"	"2000-02-01"	"2000"	"5.0"	"0.0"	"H01L|Y10T|H01L|Y10T|H01L|Y10T|H01L|Y10T|H01L|Y10T"	"US"	"LME"
"6031812"	"{'TW': 1.0}"	"{'TW': 1.0}"	"['TW']"	"['TW']"	"Liou"	"2000-02-01"	"2000"	"9.0"	"0.74"	"G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B"	"TW"	"other"
"6033465"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"MacDonald et al."	"2000-03-01"	"2000"	"1.0"	"0.67"	"B43M|B41M|C08B|C09B|C07C|C09D|G03G|G06K|G09F|Y10T|B43M|B41M|C08B|C09B|C07C|C09D|G03G|G06K|G09F|Y10T|B43M|B41M|C08B|C09B|C07C|C09D|G03G|G06K|G09F|Y10T"	"US"	"LME"
"6035068"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Imai"	"2000-03-01"	"2000"	"5.0"	"0.72"	"H04N|H04N|H04N|H04N|H04N|H04N|H04N|H04N"	"JP"	"CME"
"6038056"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Florence et al."	"2000-03-01"	"2000"	"276.0"	"0.82"	"G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B|G02B"	"US"	"LME"
"6038490"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Dimitri et al."	"2000-03-01"	"2000"	"70.0"	"0.74"	"G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B|G11B"	"US"	"LME"
"6047168"	"{'SE': 1.0}"	"{'SE': 1.0}"	"['SE']"	"['SE']"	"Carlsson"	"2000-04-01"	"2000"	"37.0"	"0.81"	"H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G|H03G"	"SE"	"CME"
"6049097"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Hida"	"2000-04-01"	"2000"	"4.0"	"0.0"	"H01L|H01L|H01L|H01L"	"JP"	"CME"
"6051752"	"{'FR': 1.0}"	"{'US': 1.0}"	"['FR']"	"['US']"	"Sauton et al."	"2000-04-01"	"2000"	"1.0"	"0.5"	"A01H|A01H"	"FR"	"MME"
"6052423"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Blois et al."	"2000-04-01"	"2000"	"11.0"	"0.76"	"H04L|H04L|H04L|H04L|H04L|H04L|H04L|H04L|H04L|H04L|H04L|H04L|H04L|H04L|H04L|H04L"	"US"	"LME"
"6053291"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Shibahata et al."	"2000-04-01"	"2000"	"17.0"	"0.82"	"F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F|F16F"	"JP"	"CME"
"6054922"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Smith"	"2000-04-01"	"2000"	"15.0"	"0.9"	"G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B|G08B"	"US"	"LME"
"6057835"	"{'JP': 1.0}"	"{'JP': 1.0}"	"['JP']"	"['JP']"	"Sato et al."	"2000-05-01"	"2000"	"65.0"	"0.81"	"G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F"	"JP"	"CME"
"6058492"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Sample et al."	"2000-05-01"	"2000"	"49.0"	"0.43"	"G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F|G06F"	"US"	"LME"
"6061098"	"{'DE': 1.0}"	"{'DE': 1.0}"	"['DE']"	"['DE']"	"Nie et al."	"2000-05-01"	"2000"	"4.0"	"0.32"	"H04N|H04N|H04N|H04N|H04N"	"DE"	"CME"
"6063182"	"{'US': 1.0}"	"{'US': 1.0}"	"['US']"	"['US']"	"Babler"	"2000-05-01"	"2000"	"19.0"	"0.92"	"C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B|C09B"	"US"	"LME"
"6063876"	"{'JP': 1.0}"	"{'US': 1.0}"	"['JP']"	"['US']"	"Hayakawa et al."	"2000-05-01"	"2000"	"8.0"	"0.87"	"C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L|C08L|C08G|H01L"	"US"	"LME"
"6064515"	"{'KR': 1.0}"	"{'KR': 1.0}"	"['KR']"	"['KR']"	"Yang"	"2000-05-01"	"2000"	"17.0"	"0.63"	"H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S|H01S"	"KR"	"CME"
